Date,District/City,Minimum Rate,Maximum Rate,Average Rate
1/23/2024,Pattoki,4680,4780,4730
1/23/2024,Sahiwal,4520,4720,4620
1/23/2024,Gojra,4740,4810,4775
1/23/2024,Kamalia,4580,4840,4710
1/23/2024,Kasur,4420,4550,4485
1/23/2024,Shorkot,4880,4990,4935
1/23/2024,Sialkot,4630,4860,4745
1/23/2024,Ali Pur,4840,4920,4880
1/23/2024,AhmadPur Sharqia,4790,4990,4890
1/23/2024,Bahawalnagar,4510,5080,4795
1/23/2024,Bahawalpur,4960,5000,4980
1/23/2024,Bhakkar,4890,4960,4925
1/23/2024,Burewala,4500,4940,4720
1/23/2024,Chichawatni,4740,4930,4835
1/23/2024,Chishtian,4480,5010,4745
1/23/2024,Chakwal,4770,5050,4910
1/23/2024,Chowk Munda,4580,5020,4800
1/23/2024,Dera Ghazi Khan,4660,5050,4855
1/23/2024,Dunga Bunga,4440,4970,4705
1/23/2024,Faisalabad,4710,4990,4850
1/23/2024,Faqirwali,4820,5050,4935
1/23/2024,Fazil Pur,4690,4900,4795
1/23/2024,Fortabbas,4710,4850,4780
1/23/2024,Gujranwala,4700,4760,4730
1/23/2024,Haroonabad,4760,5000,4880
1/23/2024,Hasilpur,4530,4530,4530
1/23/2024,Islamabad,4490,4900,4695
1/23/2024,Kahror Pakka,4760,4920,4840
1/23/2024,Khanpur,4860,4940,4900
1/23/2024,khanewal,4700,4760,4730
1/23/2024,Layyah,4640,4740,4690
1/23/2024,Lahore,4430,5090,4760
1/23/2024,Lodhran,4910,5090,5000
1/23/2024,Multan,4420,5110,4765
1/23/2024,Mianwali,4650,4670,4660
1/23/2024,Mian Channu,4600,4940,4770
1/23/2024,Minchanabad,4540,4580,4560
1/23/2024,Muzaffargarh,4760,5100,4930
1/23/2024,Okara,4420,5060,4740
1/23/2024,Pakpattan Sharif,4830,4900,4865
1/23/2024,Rahim Yar Khan,4550,4680,4615
1/23/2024,Rajanpur,4670,4710,4690
1/23/2024,Rawalpindi,4480,4770,4625
1/23/2024,Sadiqabad,4400,5100,4750
1/23/2024,Sargodha,4850,4880,4865
1/23/2024,Sheikhupura,4590,4790,4690
1/23/2024,Vehari,4580,5070,4825
1/23/2024,Naushahro Feroze,4580,4590,4585
1/23/2024,Shikarpur,4430,5100,4765
1/23/2024,Sukkur,4550,5020,4785
1/23/2024,Dadu,4730,4970,4850
1/23/2024,Hyderabad,4450,4860,4655
1/23/2024,Ghotki,4610,4640,4625
1/23/2024,Jhuddo,4400,4940,4670
1/23/2024,Karachi,4690,5080,4885
1/23/2024,Kunri,4510,4580,4545
1/23/2024,Larkana,4670,4700,4685
1/23/2024,Mehrabpur,5040,5060,5050
1/23/2024,Mirpur Khas,4850,4860,4855
1/23/2024,Nawab Shah,4680,5010,4845
1/23/2024,Sakrand,4490,4600,4545
1/23/2024,Sanghar,4600,4760,4680
1/23/2024,ShahdadPur,4660,4940,4800
1/23/2024,Tando Allah Yar,4900,4990,4945
1/23/2024,Tando Muhammad Khan,4510,4790,4650
1/23/2024,Sibi,4490,4580,4535
1/23/2024,Quetta,4740,5020,4880
1/23/2024,Bara,4540,4920,4730
1/23/2024,Landi Kotal,4740,4990,4865
1/24/2024,Bunner,4650,4750,4700
1/24/2024,Mardan,4620,4690,4655
1/24/2024,Peshawar,4400,4780,4590
1/24/2024,Arifwala,4600,5050,4825
1/24/2024,Chowk Azam,4470,4840,4655
1/24/2024,Pattoki,4440,4730,4585
1/24/2024,Sahiwal,4670,5000,4835
1/24/2024,Gojra,4630,4700,4665
1/24/2024,Kamalia,4420,5110,4765
1/24/2024,Kasur,4580,4700,4640
1/24/2024,Shorkot,4440,4560,4500
1/24/2024,Sialkot,4520,4750,4635
1/24/2024,Ali Pur,4580,4800,4690
1/24/2024,AhmadPur Sharqia,4600,4700,4650
1/24/2024,Bahawalnagar,4600,4720,4660
1/24/2024,Bahawalpur,4500,4690,4595
1/24/2024,Bhakkar,4675,4700,4687.5
1/24/2024,Burewala,4590,4590,4590
1/24/2024,Chichawatni,4910,4990,4950
1/24/2024,Chishtian,4950,5080,5015
1/24/2024,Chakwal,4680,4920,4800
1/24/2024,Chowk Munda,4800,4860,4830
1/24/2024,Dera Ghazi Khan,4670,4700,4685
1/24/2024,Dunga Bunga,4760,4760,4760
1/24/2024,Faisalabad,4700,4850,4775
1/24/2024,Faqirwali,4640,4980,4810
1/24/2024,Fazil Pur,4860,5050,4955
1/24/2024,Fortabbas,4450,4950,4700
1/24/2024,Gujranwala,4550,4910,4730
1/24/2024,Haroonabad,4450,4560,4505
1/24/2024,Hasilpur,4480,4550,4515
1/24/2024,Islamabad,4510,4560,4535
1/24/2024,Kahror Pakka,4670,4970,4820
1/24/2024,Khanpur,4710,4810,4760
1/24/2024,khanewal,4560,4930,4745
1/24/2024,Layyah,4600,4700,4650
1/24/2024,Lahore,4610,4800,4705
1/24/2024,Lodhran,4540,4610,4575
1/24/2024,Multan,4700,4770,4735
1/24/2024,Mianwali,4820,4980,4900
1/24/2024,Mian Channu,4580,4580,4580
1/24/2024,Minchanabad,4530,4650,4590
1/24/2024,Muzaffargarh,4700,5070,4885
1/24/2024,Okara,5000,5100,5050
1/24/2024,Pakpattan Sharif,4490,4560,4525
1/24/2024,Rahim Yar Khan,4440,5070,4755
1/24/2024,Rajanpur,4470,4780,4625
1/24/2024,Rawalpindi,4580,4850,4715
1/24/2024,Sadiqabad,4820,5100,4960
1/24/2024,Sargodha,4600,4850,4725
1/24/2024,Sheikhupura,4420,4510,4465
1/24/2024,Vehari,4460,4540,4500
1/24/2024,Naushahro Feroze,4470,4520,4495
1/24/2024,Shikarpur,4560,4910,4735
1/24/2024,Sukkur,4680,4940,4810
1/24/2024,Dadu,4900,4910,4905
1/24/2024,Hyderabad,4560,4930,4745
1/24/2024,Ghotki,4480,4990,4735
1/24/2024,Jhuddo,4670,4820,4745
1/24/2024,Karachi,4690,4720,4705
1/24/2024,Kunri,4540,4610,4575
1/24/2024,Larkana,4600,4700,4650
1/24/2024,Mehrabpur,5020,5090,5055
1/24/2024,Mirpur Khas,4710,4950,4830
1/24/2024,Nawab Shah,4560,4790,4675
1/24/2024,Sakrand,4550,4770,4660
1/24/2024,Sanghar,4670,4900,4785
1/24/2024,ShahdadPur,4460,4500,4480
1/24/2024,Tando Allah Yar,4570,5070,4820
1/24/2024,Tando Muhammad Khan,4820,4970,4895
1/24/2024,Sibi,4830,5030,4930
1/24/2024,Quetta,5020,5050,5035
1/24/2024,Bara,4810,5080,4945
1/24/2024,Landi Kotal,4590,4680,4635
1/25/2024,Bunner,4670,4790,4730
1/25/2024,Mardan,4560,4640,4600
1/25/2024,Peshawar,4510,5010,4760
1/25/2024,Arifwala,4920,4950,4935
1/25/2024,Chowk Azam,4560,4630,4595
1/25/2024,Pattoki,4630,4910,4770
1/25/2024,Sahiwal,4660,4670,4665
1/25/2024,Gojra,4650,5010,4830
1/25/2024,Kamalia,4930,4960,4945
1/25/2024,Kasur,4450,4650,4550
1/25/2024,Shorkot,4650,4680,4665
1/25/2024,Sialkot,4420,5030,4725
1/25/2024,Ali Pur,4410,4800,4605
1/25/2024,AhmadPur Sharqia,4740,4750,4745
1/25/2024,Bahawalnagar,4470,4790,4630
1/25/2024,Bahawalpur,4570,5050,4810
1/25/2024,Bhakkar,4530,4790,4660
1/25/2024,Burewala,4400,4890,4645
1/25/2024,Chichawatni,4780,4910,4845
1/25/2024,Chishtian,4620,4720,4670
1/25/2024,Chakwal,4880,5050,4965
1/25/2024,Chowk Munda,4400,4450,4425
1/25/2024,Dera Ghazi Khan,4470,4770,4620
1/25/2024,Dunga Bunga,4480,4630,4555
1/25/2024,Faisalabad,4560,4960,4760
1/25/2024,Faqirwali,4650,4700,4675
1/25/2024,Fazil Pur,4930,5080,5005
1/25/2024,Fortabbas,4530,5000,4765
1/25/2024,Gujranwala,4970,5020,4995
1/25/2024,Haroonabad,4650,4750,4700
1/25/2024,Hasilpur,4690,4770,4730
1/25/2024,Islamabad,4420,4650,4535
1/25/2024,Kahror Pakka,4660,5080,4870
1/25/2024,Khanpur,4600,4790,4695
1/25/2024,khanewal,4460,5070,4765
1/25/2024,Layyah,4580,4900,4740
1/25/2024,Lahore,4800,4920,4860
1/25/2024,Lodhran,4680,4700,4690
1/25/2024,Multan,4420,4580,4500
1/25/2024,Mianwali,4800,4930,4865
1/25/2024,Mian Channu,5060,5100,5080
1/25/2024,Minchanabad,4680,4800,4740
1/25/2024,Muzaffargarh,4440,4510,4475
1/25/2024,Okara,4830,5050,4940
1/25/2024,Pakpattan Sharif,4430,5030,4730
1/25/2024,Rahim Yar Khan,4670,4700,4685
1/25/2024,Rajanpur,4810,5000,4905
1/25/2024,Rawalpindi,4940,4970,4955
1/25/2024,Sadiqabad,4700,4770,4735
1/25/2024,Sargodha,4480,4960,4720
1/25/2024,Sheikhupura,4660,4700,4680
1/25/2024,Vehari,4520,4690,4605
1/25/2024,Naushahro Feroze,4780,5010,4895
1/25/2024,Shikarpur,4520,4750,4635
1/25/2024,Sukkur,4520,4730,4625
1/25/2024,Dadu,4640,4700,4670
1/25/2024,Hyderabad,4400,4790,4595
1/25/2024,Ghotki,4680,4820,4750
1/25/2024,Jhuddo,4560,4850,4705
1/25/2024,Karachi,4720,4890,4805
1/25/2024,Kunri,4460,5100,4780
1/25/2024,Larkana,4480,4640,4560
1/25/2024,Mehrabpur,4590,4960,4775
1/25/2024,Mirpur Khas,4570,4780,4675
1/25/2024,Nawab Shah,4580,4680,4630
1/25/2024,Sakrand,4670,5020,4845
1/25/2024,Sanghar,4660,4700,4680
1/25/2024,ShahdadPur,4600,4630,4615
1/25/2024,Tando Allah Yar,4690,4980,4835
1/25/2024,Tando Muhammad Khan,4420,4680,4550
1/25/2024,Sibi,4440,4460,4450
1/25/2024,Quetta,4980,5090,5035
1/25/2024,Bara,4470,4580,4525
1/25/2024,Landi Kotal,4690,4700,4695
1/26/2024,Bunner,4400,5010,4705
1/26/2024,Mardan,4480,4930,4705
1/26/2024,Peshawar,4600,4670,4635
1/26/2024,Arifwala,4500,4820,4660
1/26/2024,Chowk Azam,4680,5080,4880
1/26/2024,Pattoki,4990,5020,5005
1/26/2024,Sahiwal,4530,4710,4620
1/26/2024,Gojra,4930,4930,4930
1/26/2024,Kamalia,4660,4850,4755
1/26/2024,Kasur,4500,4900,4700
1/26/2024,Shorkot,4820,4860,4840
1/26/2024,Sialkot,4740,5080,4910
1/26/2024,Ali Pur,4460,4820,4640
1/26/2024,AhmadPur Sharqia,5020,5040,5030
1/26/2024,Bahawalnagar,4780,4940,4860
1/26/2024,Bahawalpur,4400,4990,4695
1/26/2024,Bhakkar,4480,5030,4755
1/26/2024,Burewala,4910,4990,4950
1/26/2024,Chichawatni,4520,4660,4590
1/26/2024,Chishtian,4410,5090,4750
1/26/2024,Chakwal,4650,4800,4725
1/26/2024,Chowk Munda,4980,4980,4980
1/26/2024,Dera Ghazi Khan,4470,5090,4780
1/26/2024,Dunga Bunga,4480,5020,4750
1/26/2024,Faisalabad,4960,4990,4975
1/26/2024,Faqirwali,4420,4470,4445
1/26/2024,Fazil Pur,4520,4780,4650
1/26/2024,Fortabbas,4430,4480,4455
1/26/2024,Gujranwala,4890,5040,4965
1/26/2024,Haroonabad,4500,4500,4500
1/26/2024,Hasilpur,4490,4760,4625
1/26/2024,Islamabad,4500,4560,4530
1/26/2024,Kahror Pakka,4510,5040,4775
1/26/2024,Khanpur,4950,4980,4965
1/26/2024,khanewal,4480,4790,4635
1/26/2024,Layyah,4650,4660,4655
1/26/2024,Lahore,4470,4870,4670
1/26/2024,Lodhran,4470,4770,4620
1/26/2024,Multan,4860,5040,4950
1/26/2024,Mianwali,4490,4840,4665
1/26/2024,Mian Channu,4470,4560,4515
1/26/2024,Minchanabad,4470,4500,4485
1/26/2024,Muzaffargarh,4510,4760,4635
1/26/2024,Okara,4630,5030,4830
1/26/2024,Pakpattan Sharif,4800,4980,4890
1/26/2024,Rahim Yar Khan,4700,4700,4700
1/26/2024,Rajanpur,4480,4650,4565
1/26/2024,Rawalpindi,4410,4690,4550
1/26/2024,Sadiqabad,4410,4600,4505
1/26/2024,Sargodha,4690,4810,4750
1/26/2024,Sheikhupura,4930,4960,4945
1/26/2024,Vehari,4610,4910,4760
1/26/2024,Naushahro Feroze,4620,4720,4670
1/26/2024,Shikarpur,4520,4670,4595
1/26/2024,Sukkur,4880,4990,4935
1/26/2024,Dadu,4720,4750,4735
1/26/2024,Hyderabad,4530,4970,4750
1/26/2024,Ghotki,4640,4910,4775
1/26/2024,Jhuddo,4470,4750,4610
1/26/2024,Karachi,4480,5090,4785
1/26/2024,Kunri,4930,4970,4950
1/26/2024,Larkana,4530,5080,4805
1/26/2024,Mehrabpur,4700,4800,4750
1/26/2024,Mirpur Khas,4920,5040,4980
1/26/2024,Nawab Shah,4730,4820,4775
1/26/2024,Sakrand,4870,4990,4930
1/26/2024,Sanghar,4670,4760,4715
1/26/2024,ShahdadPur,4480,4580,4530
1/26/2024,Tando Allah Yar,4550,5060,4805
1/26/2024,Tando Muhammad Khan,4430,4480,4455
1/26/2024,Sibi,4730,5000,4865
1/26/2024,Quetta,4480,4860,4670
1/26/2024,Bara,4690,4720,4705
1/26/2024,Landi Kotal,4520,4530,4525
1/27/2024,Bunner,4490,4570,4530
1/27/2024,Mardan,4700,5000,4850
1/27/2024,Peshawar,4990,5100,5045
1/27/2024,Arifwala,4550,4810,4680
1/27/2024,Chowk Azam,4930,5020,4975
1/27/2024,Pattoki,4760,4980,4870
1/27/2024,Sahiwal,4850,4880,4865
1/27/2024,Gojra,4910,5030,4970
1/27/2024,Kamalia,4500,4800,4650
1/27/2024,Kasur,4410,4720,4565
1/27/2024,Shorkot,4480,4780,4630
1/27/2024,Sialkot,4480,4530,4505
1/27/2024,Ali Pur,4660,5060,4860
1/27/2024,AhmadPur Sharqia,4470,4700,4585
1/27/2024,Bahawalnagar,4700,4770,4735
1/27/2024,Bahawalpur,4450,4850,4650
1/27/2024,Bhakkar,4450,4760,4605
1/27/2024,Burewala,4570,4630,4600
1/27/2024,Chichawatni,4530,4850,4690
1/27/2024,Chishtian,4760,5010,4885
1/27/2024,Chakwal,5050,5110,5080
1/27/2024,Chowk Munda,4680,4890,4785
1/27/2024,Dera Ghazi Khan,4400,4700,4550
1/27/2024,Dunga Bunga,4450,4800,4625
1/27/2024,Faisalabad,4700,4840,4770
1/27/2024,Faqirwali,4740,4980,4860
1/27/2024,Fazil Pur,4650,4700,4675
1/27/2024,Fortabbas,4430,5060,4745
1/27/2024,Gujranwala,4560,4740,4650
1/27/2024,Haroonabad,4570,5000,4785
1/27/2024,Hasilpur,4500,4560,4530
1/27/2024,Islamabad,4560,4670,4615
1/27/2024,Kahror Pakka,4740,4930,4835
1/27/2024,Khanpur,4660,4750,4705
1/27/2024,khanewal,4620,4720,4670
1/27/2024,Layyah,4460,5080,4770
1/27/2024,Lahore,4700,4720,4710
1/27/2024,Lodhran,4810,4870,4840
1/27/2024,Multan,4450,5030,4740
1/27/2024,Mianwali,4550,4850,4700
1/27/2024,Mian Channu,4670,4940,4805
1/27/2024,Minchanabad,4450,5100,4775
1/27/2024,Muzaffargarh,4580,4760,4670
1/27/2024,Okara,4490,4840,4665
1/27/2024,Pakpattan Sharif,4460,4720,4590
1/27/2024,Rahim Yar Khan,4460,5070,4765
1/27/2024,Rajanpur,4570,4740,4655
1/27/2024,Rawalpindi,4790,5110,4950
1/27/2024,Sadiqabad,4700,4710,4705
1/27/2024,Sargodha,4940,5040,4990
1/27/2024,Sheikhupura,4560,4650,4605
1/27/2024,Vehari,4560,5020,4790
1/27/2024,Naushahro Feroze,4770,5020,4895
1/27/2024,Shikarpur,4410,4960,4685
1/27/2024,Sukkur,4520,4760,4640
1/27/2024,Dadu,4680,5100,4890
1/27/2024,Hyderabad,4650,4900,4775
1/27/2024,Ghotki,4850,4890,4870
1/27/2024,Jhuddo,4430,4950,4690
1/27/2024,Karachi,4860,4950,4905
1/27/2024,Kunri,4770,4770,4770
1/27/2024,Larkana,5020,5080,5050
1/27/2024,Mehrabpur,4630,5040,4835
1/27/2024,Mirpur Khas,4430,4530,4480
1/27/2024,Nawab Shah,4420,4540,4480
1/27/2024,Sakrand,4620,4780,4700
1/27/2024,Sanghar,4480,4640,4560
1/27/2024,ShahdadPur,4430,4880,4655
1/27/2024,Tando Allah Yar,4410,4840,4625
1/27/2024,Tando Muhammad Khan,4450,4850,4650
1/27/2024,Sibi,4600,4660,4630
1/27/2024,Quetta,4610,4650,4630
1/27/2024,Bara,4680,5070,4875
1/27/2024,Landi Kotal,4710,4740,4725
1/28/2024,Bunner,4600,4700,4650
1/28/2024,Mardan,4480,5030,4755
1/28/2024,Peshawar,4590,4810,4700
1/28/2024,Arifwala,4600,4700,4650
1/28/2024,Chowk Azam,4410,4700,4555
1/28/2024,Pattoki,4590,4780,4685
1/28/2024,Sahiwal,4740,4780,4760
1/28/2024,Gojra,4640,4750,4695
1/28/2024,Kamalia,4680,4950,4815
1/28/2024,Kasur,4600,4900,4750
1/28/2024,Shorkot,4550,4680,4615
1/28/2024,Sialkot,4800,4850,4825
1/28/2024,Ali Pur,4770,4780,4775
1/28/2024,AhmadPur Sharqia,4680,4850,4765
1/28/2024,Bahawalnagar,4480,5010,4745
1/28/2024,Bahawalpur,4870,4930,4900
1/28/2024,Bhakkar,4650,5080,4865
1/28/2024,Burewala,4750,5010,4880
1/28/2024,Chichawatni,4440,5110,4775
1/28/2024,Chishtian,4460,5000,4730
1/28/2024,Chakwal,4600,4660,4630
1/28/2024,Chowk Munda,4890,5080,4985
1/28/2024,Dera Ghazi Khan,4890,4940,4915
1/28/2024,Dunga Bunga,4510,5080,4795
1/28/2024,Faisalabad,4520,4730,4625
1/28/2024,Faqirwali,4600,4670,4635
1/28/2024,Fazil Pur,4920,4920,4920
1/28/2024,Fortabbas,4410,4990,4700
1/28/2024,Gujranwala,4550,4930,4740
1/28/2024,Haroonabad,4440,4750,4595
1/28/2024,Hasilpur,4650,5080,4865
1/28/2024,Islamabad,4550,4810,4680
1/28/2024,Kahror Pakka,4580,5040,4810
1/28/2024,Khanpur,4440,5030,4735
1/28/2024,khanewal,4760,4850,4805
1/28/2024,Layyah,4460,4640,4550
1/28/2024,Lahore,4430,4640,4535
1/28/2024,Lodhran,4560,4590,4575
1/28/2024,Multan,4440,4920,4680
1/28/2024,Mianwali,4680,5060,4870
1/28/2024,Mian Channu,4520,4700,4610
1/28/2024,Minchanabad,4620,4750,4685
1/28/2024,Muzaffargarh,4300,4660,4480
1/28/2024,Okara,4650,4910,4780
1/28/2024,Pakpattan Sharif,4490,4650,4570
1/28/2024,Rahim Yar Khan,4800,5030,4915
1/28/2024,Rajanpur,4570,5080,4825
1/28/2024,Rawalpindi,4450,4450,4450
1/28/2024,Sadiqabad,4490,4590,4540
1/28/2024,Sargodha,4970,5030,5000
1/28/2024,Sheikhupura,4700,4900,4800
1/28/2024,Vehari,4830,5010,4920
1/28/2024,Naushahro Feroze,4600,4890,4745
1/28/2024,Shikarpur,4470,4590,4530
1/28/2024,Sukkur,4970,5080,5025
1/28/2024,Dadu,4670,5010,4840
1/28/2024,Hyderabad,4550,4830,4690
1/28/2024,Ghotki,5080,5110,5095
1/28/2024,Jhuddo,4770,4940,4855
1/28/2024,Karachi,4700,4700,4700
1/28/2024,Kunri,4420,5010,4715
1/28/2024,Larkana,4540,4810,4675
1/28/2024,Mehrabpur,4700,4970,4835
1/28/2024,Mirpur Khas,4570,4650,4610
1/28/2024,Nawab Shah,4440,4440,4440
1/28/2024,Sakrand,4550,4930,4740
1/28/2024,Sanghar,4700,4750,4725
1/28/2024,ShahdadPur,4750,5040,4895
1/28/2024,Tando Allah Yar,4990,5110,5050
1/28/2024,Tando Muhammad Khan,4540,4940,4740
1/28/2024,Sibi,4720,4830,4775
1/28/2024,Quetta,4780,4910,4845
1/28/2024,Bara,4690,4740,4715
1/28/2024,Landi Kotal,4530,4740,4635
1/29/2024,Bunner,4440,4930,4685
1/29/2024,Mardan,4460,5010,4735
1/29/2024,Peshawar,4770,4860,4815
1/29/2024,Arifwala,5000,5040,5020
1/29/2024,Chowk Azam,4480,4840,4660
1/29/2024,Pattoki,4610,4840,4725
1/29/2024,Sahiwal,4510,4560,4535
1/29/2024,Gojra,4450,4650,4550
1/29/2024,Kamalia,4670,4700,4685
1/29/2024,Kasur,4670,4700,4685
1/29/2024,Shorkot,4630,5100,4865
1/29/2024,Sialkot,4480,5100,4790
1/29/2024,Ali Pur,4650,4760,4705
1/29/2024,AhmadPur Sharqia,4660,5000,4830
1/29/2024,Bahawalnagar,4800,4880,4840
1/29/2024,Bahawalpur,4490,4740,4615
1/29/2024,Bhakkar,4560,5040,4800
1/29/2024,Burewala,4470,4510,4490
1/29/2024,Chichawatni,4870,4970,4920
1/29/2024,Chishtian,4810,5000,4905
1/29/2024,Chakwal,4600,4800,4700
1/29/2024,Chowk Munda,4860,4890,4875
1/29/2024,Dera Ghazi Khan,4890,4940,4915
1/29/2024,Dunga Bunga,4570,4900,4735
1/29/2024,Faisalabad,4570,4650,4610
1/29/2024,Faqirwali,4590,5030,4810
1/29/2024,Fazil Pur,4410,4920,4665
1/29/2024,Fortabbas,4710,5080,4895
1/29/2024,Gujranwala,4800,5000,4900
1/29/2024,Haroonabad,4510,4820,4665
1/29/2024,Hasilpur,4470,4740,4605
1/29/2024,Islamabad,4440,4490,4465
1/29/2024,Kahror Pakka,4830,4940,4885
1/29/2024,Khanpur,4580,4620,4600
1/29/2024,khanewal,4550,4630,4590
1/29/2024,Layyah,4450,4910,4680
1/29/2024,Lahore,4420,4420,4420
1/29/2024,Lodhran,4540,5070,4805
1/29/2024,Multan,4760,4830,4795
1/29/2024,Mianwali,4490,5010,4750
1/29/2024,Mian Channu,4700,4820,4760
1/29/2024,Minchanabad,4410,4440,4425
1/29/2024,Muzaffargarh,4410,4650,4530
1/29/2024,Okara,4480,5100,4790
1/29/2024,Pakpattan Sharif,4720,4800,4760
1/29/2024,Rahim Yar Khan,4600,5050,4825
1/29/2024,Rajanpur,4560,5030,4795
1/29/2024,Rawalpindi,4680,4730,4705
1/29/2024,Sadiqabad,4650,4660,4655
1/29/2024,Sargodha,4400,4750,4575
1/29/2024,Sheikhupura,4400,5020,4710
1/29/2024,Vehari,4620,4990,4805
1/29/2024,Naushahro Feroze,4510,4520,4515
1/29/2024,Shikarpur,4510,4890,4700
1/29/2024,Sukkur,4440,4780,4610
1/29/2024,Dadu,4410,4460,4435
1/29/2024,Hyderabad,4860,5010,4935
1/29/2024,Ghotki,4410,4760,4585
1/29/2024,Jhuddo,4870,5050,4960
1/29/2024,Karachi,4640,5090,4865
1/29/2024,Kunri,4530,5100,4815
1/29/2024,Larkana,4700,5000,4850
1/29/2024,Mehrabpur,4460,4460,4460
1/29/2024,Mirpur Khas,4650,4910,4780
1/29/2024,Nawab Shah,4490,4560,4525
1/29/2024,Sakrand,4670,4850,4760
1/29/2024,Sanghar,4640,4680,4660
1/29/2024,ShahdadPur,4520,4870,4695
1/29/2024,Tando Allah Yar,4500,4820,4660
1/29/2024,Tando Muhammad Khan,4520,4970,4745
1/29/2024,Sibi,4650,4880,4765
1/29/2024,Quetta,4450,5030,4740
1/29/2024,Bara,4450,4870,4660
1/29/2024,Landi Kotal,4500,4980,4740
1/30/2024,Bunner,4640,4690,4665
1/30/2024,Mardan,4580,5110,4845
1/30/2024,Peshawar,4400,5070,4735
1/30/2024,Arifwala,4620,4790,4705
1/30/2024,Chowk Azam,4620,4810,4715
1/30/2024,Pattoki,4480,4730,4605
1/30/2024,Sahiwal,4500,4700,4600
1/30/2024,Gojra,4550,4710,4630
1/30/2024,Kamalia,4420,5000,4710
1/30/2024,Kasur,4400,4930,4665
1/30/2024,Shorkot,4450,4740,4595
1/30/2024,Sialkot,4520,4770,4645
1/30/2024,Ali Pur,4840,5040,4940
1/30/2024,AhmadPur Sharqia,4720,5090,4905
1/30/2024,Bahawalnagar,4650,4970,4810
1/30/2024,Bahawalpur,4420,4740,4580
1/30/2024,Bhakkar,4530,4770,4650
1/30/2024,Burewala,4580,4900,4740
1/30/2024,Chichawatni,4810,4970,4890
1/30/2024,Chishtian,4470,5080,4775
1/30/2024,Chakwal,4610,4990,4800
1/30/2024,Chowk Munda,4870,4900,4885
1/30/2024,Dera Ghazi Khan,4560,4650,4605
1/30/2024,Dunga Bunga,4570,5040,4805
1/30/2024,Faisalabad,4670,5030,4850
1/30/2024,Faqirwali,4500,4840,4670
1/30/2024,Fazil Pur,4540,4960,4750
1/30/2024,Fortabbas,4670,4880,4775
1/30/2024,Gujranwala,4530,4940,4735
1/30/2024,Haroonabad,4500,4840,4670
1/30/2024,Hasilpur,4850,4880,4865
1/30/2024,Islamabad,4510,4620,4565
1/30/2024,Kahror Pakka,4870,4960,4915
1/30/2024,Khanpur,4470,4830,4650
1/30/2024,khanewal,4610,4930,4770
1/30/2024,Layyah,4720,4870,4795
1/30/2024,Lahore,4650,4820,4735
1/30/2024,Lodhran,4690,4800,4745
1/30/2024,Multan,4780,5100,4940
1/30/2024,Mianwali,4600,4740,4670
1/30/2024,Mian Channu,4480,4990,4735
1/30/2024,Minchanabad,4650,4760,4705
1/30/2024,Muzaffargarh,4740,4800,4770
1/30/2024,Okara,4640,4650,4645
1/30/2024,Pakpattan Sharif,5050,5070,5060
1/30/2024,Rahim Yar Khan,4850,4900,4875
1/30/2024,Rajanpur,4570,4840,4705
1/30/2024,Rawalpindi,4670,4670,4670
1/30/2024,Sadiqabad,4670,4670,4670
1/30/2024,Sargodha,4510,5060,4785
1/30/2024,Sheikhupura,4850,4980,4915
1/30/2024,Vehari,4840,5060,4950
1/30/2024,Naushahro Feroze,4800,4880,4840
1/30/2024,Shikarpur,4660,4700,4680
1/30/2024,Sukkur,4500,4700,4600
1/30/2024,Dadu,4500,5000,4750
1/30/2024,Hyderabad,4450,4880,4665
1/30/2024,Ghotki,4770,4900,4835
1/30/2024,Jhuddo,4570,4650,4610
1/30/2024,Karachi,4510,5000,4755
1/30/2024,Kunri,4980,5080,5030
1/30/2024,Larkana,4640,4670,4655
1/30/2024,Mehrabpur,4790,4900,4845
1/30/2024,Mirpur Khas,4460,4500,4480
1/30/2024,Nawab Shah,4420,4810,4615
1/30/2024,Sakrand,4870,5070,4970
1/30/2024,Sanghar,4480,4840,4660
1/30/2024,ShahdadPur,4580,4600,4590
1/30/2024,Tando Allah Yar,4675,4800,4737.5
1/30/2024,Tando Muhammad Khan,4410,4960,4685
1/30/2024,Sibi,4650,4660,4655
1/30/2024,Quetta,4810,4980,4895
1/30/2024,Bara,4990,5060,5025
1/30/2024,Landi Kotal,4650,4680,4665
1/31/2024,Bunner,4400,4910,4655
1/31/2024,Mardan,4800,4900,4850
1/31/2024,Peshawar,4670,4870,4770
1/31/2024,Arifwala,4700,4900,4800
1/31/2024,Chowk Azam,4520,4690,4605
1/31/2024,Pattoki,4410,4490,4450
1/31/2024,Sahiwal,4680,4700,4690
1/31/2024,Gojra,4400,4960,4680
1/31/2024,Kamalia,4630,4850,4740
1/31/2024,Kasur,4760,4870,4815
1/31/2024,Shorkot,4470,4520,4495
1/31/2024,Sialkot,4680,5020,4850
1/31/2024,Ali Pur,4700,4800,4750
1/31/2024,AhmadPur Sharqia,4780,4970,4875
1/31/2024,Bahawalnagar,4600,4700,4650
1/31/2024,Bahawalpur,4750,4940,4845
1/31/2024,Bhakkar,4470,4720,4595
1/31/2024,Burewala,4840,5030,4935
1/31/2024,Chichawatni,4790,4810,4800
1/31/2024,Chishtian,5020,5030,5025
1/31/2024,Chakwal,4550,4560,4555
1/31/2024,Chowk Munda,4600,4740,4670
